geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0071900	regulation of protein serine/threonine kinase activity	http://amigo.geneontology.org/amigo/term/GO:0071900	487	4	2.0994346289752652	1.905274851045208	0.15783943346235096	0.8342941483009979	6422;7314;9043;84722	PSRC1;SFRP1;SPAG9;UBB
GO:0060627	regulation of vesicle-mediated transport	http://amigo.geneontology.org/amigo/term/GO:0060627	489	4	2.1080565371024735	1.8974823158671092	0.15947848185959845	0.8359330424140619	1268;4289;5587;8829	CNR1;MKLN1;NRP1;PRKD1
GO:0001655	urogenital system development	http://amigo.geneontology.org/amigo/term/GO:0001655	323	3	1.3924381625441697	2.15449423945592	0.16263421040302461	0.8370231813640561	6422;8829;9688	NRP1;NUP93;SFRP1
GO:0030323	respiratory tube development	http://amigo.geneontology.org/amigo/term/GO:0030323	168	2	0.7242402826855124	2.7615144418423103	0.163468026048329	0.8370231813640561	3488;7068	IGFBP5;THRB
GO:0022412	cellular process involved in reproduction in multicellular organism	http://amigo.geneontology.org/amigo/term/GO:0022412	324	3	1.396749116607774	2.1478445658773526	0.163678618931286	0.8370231813640561	1656;6422;7314	DDX6;SFRP1;UBB
GO:0006401	RNA catabolic process	http://amigo.geneontology.org/amigo/term/GO:0006401	326	3	1.4053710247349824	2.1346676053504976	0.1657736552897262	0.8379020249962225	1656;7314;10535	DDX6;RNASEH2A;UBB
GO:0031345	negative regulation of cell projection organization	http://amigo.geneontology.org/amigo/term/GO:0031345	170	2	0.7328621908127209	2.7290260366441657	0.16651471084980574	0.8379020249962225	4134;8829	MAP4;NRP1
GO:0001505	regulation of neurotransmitter levels	http://amigo.geneontology.org/amigo/term/GO:0001505	332	3	1.4312367491166078	2.09608927513332	0.1721073522862847	0.855035250896426	223;1268;4128	ALDH9A1;CNR1;MAOA
GO:0050866	negative regulation of cell activation	http://amigo.geneontology.org/amigo/term/GO:0050866	174	2	0.7501060070671378	2.6662898059167137	0.17263827800293496	0.855035250896426	1268;6422	CNR1;SFRP1
GO:0007219	Notch signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007219	180	2	0.7759717314487633	2.577413479052823	0.181893334425971	0.8869062585576415	1745;58158	DLX1;NEUROD4
GO:0071897	DNA biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0071897	180	2	0.7759717314487633	2.577413479052823	0.181893334425971	0.8869062585576415	7314;7520	UBB;XRCC5
GO:0006575	cellular modified amino acid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006575	184	2	0.7932155477031803	2.521382751247327	0.18810547284617285	0.9101410955403286	223;114882	ALDH9A1;OSBPL8
GO:0032970	regulation of actin filament-based process	http://amigo.geneontology.org/amigo/term/GO:0032970	350	3	1.5088339222614842	1.9882903981264637	0.19151558934021484	0.9195672190457643	2044;6422;8829	EPHA5;NRP1;SFRP1
GO:0060541	respiratory system development	http://amigo.geneontology.org/amigo/term/GO:0060541	188	2	0.8104593639575972	2.4677363097314267	0.19434791244320193	0.9196804791157407	3488;7068	IGFBP5;THRB
GO:0031529	ruffle organization	http://amigo.geneontology.org/amigo/term/GO:0031529	51	1	0.21985865724381626	4.548376727740276	0.1980628023198111	0.9196804791157407	23603	CORO1C
GO:0010639	negative regulation of organelle organization	http://amigo.geneontology.org/amigo/term/GO:0010639	356	3	1.5346996466431095	1.9547798857984895	0.19810922510302564	0.9196804791157407	4134;4171;7520	MAP4;MCM2;XRCC5
GO:0045088	regulation of innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045088	359	3	1.5476325088339222	1.9384446778391708	0.20142741663751373	0.9196804791157407	7314;7520;23705	CADM1;UBB;XRCC5
GO:0097164	ammonium ion metabolic process	http://amigo.geneontology.org/amigo/term/GO:0097164	193	2	0.8320141342756184	2.403805317251338	0.20218931598797674	0.9196804791157407	223;4128	ALDH9A1;MAOA
GO:0048008	platelet-derived growth factor receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0048008	53	1	0.22848056537102474	4.3767398700897	0.2049872754146893	0.9196804791157407	8829	NRP1
GO:0001763	morphogenesis of a branching structure	http://amigo.geneontology.org/amigo/term/GO:0001763	195	2	0.8406360424028269	2.379150903741068	0.20533672074414822	0.9196804791157407	6422;8829	NRP1;SFRP1
GO:0016197	endosomal transport	http://amigo.geneontology.org/amigo/term/GO:0016197	196	2	0.8449469964664311	2.3670123787219803	0.2069125808417529	0.9196804791157407	7314;9043	SPAG9;UBB
GO:0006383	transcription by RNA polymerase III	http://amigo.geneontology.org/amigo/term/GO:0006383	54	1	0.23279151943462897	4.295689131754705	0.20842742411297244	0.9196804791157407	25824	PRDX5
GO:0007163	establishment or maintenance of cell polarity	http://amigo.geneontology.org/amigo/term/GO:0007163	197	2	0.8492579505300354	2.354997087459432	0.20848982508640246	0.9196804791157407	4134;154810	AMOTL1;MAP4
GO:0032886	regulation of microtubule-based process	http://amigo.geneontology.org/amigo/term/GO:0032886	197	2	0.8492579505300354	2.354997087459432	0.20848982508640246	0.9196804791157407	10274;84722	PSRC1;STAG1
GO:0050920	regulation of chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0050920	198	2	0.8535689045936397	2.343103162775294	0.210068413120439	0.9196804791157407	5587;8829	NRP1;PRKD1
GO:0019216	regulation of lipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0019216	368	3	1.5864310954063605	1.8910370634354952	0.2114624419997304	0.9196804791157407	1268;5587;80205	CHD9;CNR1;PRKD1
GO:0034394	protein localization to cell surface	http://amigo.geneontology.org/amigo/term/GO:0034394	56	1	0.24141342756183748	4.1422716627634655	0.21526385354966493	0.9196804791157407	2066	ERBB4
GO:0046847	filopodium assembly	http://amigo.geneontology.org/amigo/term/GO:0046847	56	1	0.24141342756183748	4.1422716627634655	0.21526385354966493	0.9196804791157407	8829	NRP1
GO:0009612	response to mechanical stimulus	http://amigo.geneontology.org/amigo/term/GO:0009612	202	2	0.8708127208480566	2.2967050803440996	0.21639540685076253	0.9196804791157407	4212;7273	MEIS2;TTN
GO:1902115	regulation of organelle assembly	http://amigo.geneontology.org/amigo/term/GO:1902115	202	2	0.8708127208480566	2.2967050803440996	0.21639540685076253	0.9196804791157407	4134;10274	MAP4;STAG1
GO:0050808	synapse organization	http://amigo.geneontology.org/amigo/term/GO:0050808	376	3	1.6209187279151944	1.8508022322985698	0.22047679765264938	0.9217364044217623	1627;2066;8829	DBN1;ERBB4;NRP1
GO:0045444	fat cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0045444	205	2	0.8837455830388693	2.263094762095162	0.22115283030664346	0.9217364044217623	6422;114882	OSBPL8;SFRP1
GO:0045576	mast cell activation	http://amigo.geneontology.org/amigo/term/GO:0045576	58	1	0.25003533568904596	3.99943470887507	0.2220421997411296	0.9217364044217623	1268	CNR1
GO:2000027	regulation of animal organ morphogenesis	http://amigo.geneontology.org/amigo/term/GO:2000027	206	2	0.8880565371024736	2.2521088651917873	0.22274075273785032	0.9217364044217623	6422;7068	SFRP1;THRB
GO:0010324	membrane invagination	http://amigo.geneontology.org/amigo/term/GO:0010324	59	1	0.25434628975265017	3.9316476799110864	0.22540974344080256	0.9266845008121882	84466	MEGF10
GO:0045785	positive regulation of cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0045785	383	3	1.6510954063604242	1.8169755596455932	0.22843081239599816	0.9330063701109276	1947;6422;8829	EFNB1;NRP1;SFRP1
GO:0051187	cofactor catabolic process	http://amigo.geneontology.org/amigo/term/GO:0051187	61	1	0.26296819787985865	3.8027411986025266	0.2321018735058591	0.9397919065477557	25824	PRDX5
GO:0016358	dendrite development	http://amigo.geneontology.org/amigo/term/GO:0016358	216	2	0.9311660777385159	2.1478445658773526	0.23866860331630924	0.9397919065477557	1627;8829	DBN1;NRP1
GO:0045454	cell redox homeostasis	http://amigo.geneontology.org/amigo/term/GO:0045454	63	1	0.2715901060070671	3.682019255789748	0.23873712617817588	0.9397919065477557	25824	PRDX5
GO:0050918	positive chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0050918	63	1	0.2715901060070671	3.682019255789748	0.23873712617817588	0.9397919065477557	8829	NRP1
GO:0051865	protein autoubiquitination	http://amigo.geneontology.org/amigo/term/GO:0051865	63	1	0.2715901060070671	3.682019255789748	0.23873712617817588	0.9397919065477557	57630	SH3RF1
GO:0009743	response to carbohydrate	http://amigo.geneontology.org/amigo/term/GO:0009743	218	2	0.9397879858657244	2.1281395698601293	0.24186291303046292	0.9397919065477557	2044;387597	EPHA5;ILDR2
GO:0046777	protein autophosphorylation	http://amigo.geneontology.org/amigo/term/GO:0046777	220	2	0.9484098939929329	2.1087928464977646	0.2450594845319084	0.9397919065477557	2066;5587	ERBB4;PRKD1
GO:0006513	protein monoubiquitination	http://amigo.geneontology.org/amigo/term/GO:0006513	65	1	0.28021201413427566	3.568726355611601	0.2453159768775982	0.9397919065477557	7314	UBB
GO:0050795	regulation of behavior	http://amigo.geneontology.org/amigo/term/GO:0050795	65	1	0.28021201413427566	3.568726355611601	0.2453159768775982	0.9397919065477557	1268	CNR1
GO:0002683	negative regulation of immune system process	http://amigo.geneontology.org/amigo/term/GO:0002683	402	3	1.7330035335689047	1.7310986053339856	0.25029141244413045	0.9397919065477557	1268;4212;6422	CNR1;MEIS2;SFRP1
GO:0010657	muscle cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0010657	67	1	0.28883392226148413	3.4621972106679713	0.2518388971168871	0.9397919065477557	5136	PDE1A
GO:0043574	peroxisomal transport	http://amigo.geneontology.org/amigo/term/GO:0043574	68	1	0.29314487632508834	3.411282545805207	0.25507952960115	0.9397919065477557	7314	UBB
GO:0097305	response to alcohol	http://amigo.geneontology.org/amigo/term/GO:0097305	228	2	0.9828975265017669	2.0348001150417026	0.2578630467918752	0.9397919065477557	1268;6422	CNR1;SFRP1
GO:0009755	hormone-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0009755	229	2	0.987208480565371	2.0259145250196866	0.25946489913251547	0.9397919065477557	6422;7068	SFRP1;THRB
GO:0006979	response to oxidative stress	http://amigo.geneontology.org/amigo/term/GO:0006979	412	3	1.7761130742049471	1.6890816488938405	0.26193103338089485	0.9397919065477557	5587;9688;25824	NUP93;PRDX5;PRKD1
GO:0006909	phagocytosis	http://amigo.geneontology.org/amigo/term/GO:0006909	232	2	1.0001413427561838	1.999717354437535	0.26427157385775135	0.9397919065477557	23603;84466	CORO1C;MEGF10
GO:0000726	non-recombinational repair	http://amigo.geneontology.org/amigo/term/GO:0000726	71	1	0.3060777385159011	3.267143846686677	0.26471881291982047	0.9397919065477557	7520	XRCC5
GO:0006081	cellular aldehyde metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006081	71	1	0.3060777385159011	3.267143846686677	0.26471881291982047	0.9397919065477557	223	ALDH9A1
GO:0043627	response to estrogen	http://amigo.geneontology.org/amigo/term/GO:0043627	72	1	0.3103886925795053	3.221766848816029	0.2679045613687082	0.9397919065477557	6422	SFRP1
GO:0044282	small molecule catabolic process	http://amigo.geneontology.org/amigo/term/GO:0044282	419	3	1.8062897526501767	1.660863101060292	0.27012375279321177	0.9397919065477557	1268;2523;8277	CNR1;FUT1;TKTL1
GO:0034502	protein localization to chromosome	http://amigo.geneontology.org/amigo/term/GO:0034502	73	1	0.31469964664310957	3.1776330563664943	0.27107673225637063	0.9397919065477557	7520	XRCC5
GO:0043620	regulation of DNA-templated transcription in response to stress	http://amigo.geneontology.org/amigo/term/GO:0043620	73	1	0.31469964664310957	3.1776330563664943	0.27107673225637063	0.9397919065477557	7314	UBB
GO:0072347	response to anesthetic	http://amigo.geneontology.org/amigo/term/GO:0072347	73	1	0.31469964664310957	3.1776330563664943	0.27107673225637063	0.9397919065477557	1268	CNR1
GO:0071824	protein-DNA complex subunit organization	http://amigo.geneontology.org/amigo/term/GO:0071824	237	2	1.021696113074205	1.9575292245970808	0.2722845934502337	0.9397919065477557	4171;7314	MCM2;UBB
GO:0006970	response to osmotic stress	http://amigo.geneontology.org/amigo/term/GO:0006970	74	1	0.3190106007067138	3.1346920691182985	0.2742353824895426	0.9397919065477557	7520	XRCC5
GO:0007492	endoderm development	http://amigo.geneontology.org/amigo/term/GO:0007492	74	1	0.3190106007067138	3.1346920691182985	0.2742353824895426	0.9397919065477557	8320	EOMES
GO:0050000	chromosome localization	http://amigo.geneontology.org/amigo/term/GO:0050000	74	1	0.3190106007067138	3.1346920691182985	0.2742353824895426	0.9397919065477557	84722	PSRC1
GO:0007265	Ras protein signal transduction	http://amigo.geneontology.org/amigo/term/GO:0007265	423	3	1.8235335689045937	1.645157539820951	0.274819840050861	0.9397919065477557	5587;8829;53358	NRP1;PRKD1;SHC3
GO:0009314	response to radiation	http://amigo.geneontology.org/amigo/term/GO:0009314	425	3	1.8321554770318023	1.6374156219864995	0.2771714989612808	0.9397919065477557	4212;6422;7520	MEIS2;SFRP1;XRCC5
GO:1904951	positive regulation of establishment of protein localization	http://amigo.geneontology.org/amigo/term/GO:1904951	428	3	1.845088339222615	1.6259384096828557	0.28070320874333854	0.9397919065477557	4826;7273;23705	CADM1;NNAT;TTN
GO:0021675	nerve development	http://amigo.geneontology.org/amigo/term/GO:0021675	77	1	0.3319434628975265	3.0125612092825205	0.2836307748179093	0.9397919065477557	8829	NRP1
GO:0034109	homotypic cell-cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0034109	77	1	0.3319434628975265	3.0125612092825205	0.2836307748179093	0.9397919065477557	84466	MEGF10
GO:0003007	heart morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003007	245	2	1.056183745583039	1.8936099029775844	0.2851021831148637	0.9397919065477557	7273;8829	NRP1;TTN
GO:0090596	sensory organ morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0090596	245	2	1.056183745583039	1.8936099029775844	0.2851021831148637	0.9397919065477557	6656;7068	SOX1;THRB
GO:0070085	glycosylation	http://amigo.geneontology.org/amigo/term/GO:0070085	246	2	1.0604946996466431	1.8859123017459682	0.28670350442246884	0.9397919065477557	2523;29906	FUT1;ST8SIA5
GO:0007031	peroxisome organization	http://amigo.geneontology.org/amigo/term/GO:0007031	78	1	0.33625441696113073	2.9739386296763346	0.2867359068250229	0.9397919065477557	7314	UBB
GO:0007164	establishment of tissue polarity	http://amigo.geneontology.org/amigo/term/GO:0007164	78	1	0.33625441696113073	2.9739386296763346	0.2867359068250229	0.9397919065477557	6422	SFRP1
GO:0097581	lamellipodium organization	http://amigo.geneontology.org/amigo/term/GO:0097581	79	1	0.340565371024735	2.9362938368956213	0.2898277992130044	0.9397919065477557	23603	CORO1C
GO:0001578	microtubule bundle formation	http://amigo.geneontology.org/amigo/term/GO:0001578	80	1	0.3448763250883392	2.8995901639344264	0.2929065074958562	0.9397919065477557	84722	PSRC1
GO:0007249	I-kappaB kinase/NF-kappaB signaling	http://amigo.geneontology.org/amigo/term/GO:0007249	252	2	1.0863604240282685	1.841009627894874	0.2963044773495611	0.9397919065477557	5587;7314	PRKD1;UBB
GO:0061448	connective tissue development	http://amigo.geneontology.org/amigo/term/GO:0061448	253	2	1.0906713780918729	1.833732909998056	0.2979032346832189	0.9397919065477557	7314;55553	SOX6;UBB
GO:0046486	glycerolipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046486	443	3	1.9097526501766786	1.570884061725197	0.2984260660676781	0.9397919065477557	2066;80055;114882	ERBB4;OSBPL8;PGAP1
GO:0048144	fibroblast proliferation	http://amigo.geneontology.org/amigo/term/GO:0048144	82	1	0.35349823321554774	2.828868452618952	0.2990245926588958	0.9397919065477557	6422	SFRP1
GO:0060840	artery development	http://amigo.geneontology.org/amigo/term/GO:0060840	82	1	0.35349823321554774	2.828868452618952	0.2990245926588958	0.9397919065477557	8829	NRP1
GO:0051051	negative regulation of transport	http://amigo.geneontology.org/amigo/term/GO:0051051	444	3	1.9140636042402828	1.5673460345591492	0.29961075487551536	0.9397919065477557	1268;5587;6422	CNR1;PRKD1;SFRP1
GO:0106027	neuron projection organization	http://amigo.geneontology.org/amigo/term/GO:0106027	83	1	0.35780918727915195	2.7947857001777603	0.3020640794265821	0.9397919065477557	1627	DBN1
